URL_OrigBrightfield_L,URL_OrigBrightfield_H,URL_OrigBrightfield,URL_OrigRNA,URL_OrigMito,URL_OrigER,URL_OrigDNA,URL_OrigAGP,Metadata_Source,Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_AbsTime,Metadata_BinningX,Metadata_BinningY,Metadata_ChannelID,Metadata_ChannelName,Metadata_Col,Metadata_ExposureTime,Metadata_FieldID,Metadata_ImageResolutionX,Metadata_ImageResolutionY,Metadata_ImageSizeX,Metadata_ImageSizeY,Metadata_MainEmissionWavelength,Metadata_MainExcitationWavelength,Metadata_MaxIntensity,Metadata_ObjectiveMagnification,Metadata_ObjectiveNA,Metadata_PlaneID,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f03p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f03p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f03p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f03p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f03p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f03p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f03p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f03p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L10,3,0.134405404,2021-09-22T04:38:31.903-04:00,2,2,5,HOECHST 33342,10,0.01,3,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,0.000645814,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f04p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f04p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f04p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f04p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f04p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f04p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f04p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f04p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L10,4,0.134404004,2021-09-22T04:38:33.433-04:00,2,2,5,HOECHST 33342,10,0.01,4,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,0.000645814,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f05p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f05p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f05p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f05p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f05p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f05p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f05p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f05p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L10,5,0.134404093,2021-09-22T04:38:34.977-04:00,2,2,5,HOECHST 33342,10,0.01,5,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,0.0,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f06p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f06p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f06p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f06p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f06p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f06p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f06p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f06p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L10,6,0.134408295,2021-09-22T04:38:36.523-04:00,2,2,5,HOECHST 33342,10,0.01,6,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,0.0,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f07p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f07p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f07p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f07p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f07p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f07p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f07p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f07p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L10,7,0.134408906,2021-09-22T04:38:38.05-04:00,2,2,5,HOECHST 33342,10,0.01,7,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,-0.000645814,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f08p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f08p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f08p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f08p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f08p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f08p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f08p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f08p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L10,8,0.134406403,2021-09-22T04:38:39.597-04:00,2,2,5,HOECHST 33342,10,0.01,8,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,-0.000645814,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f09p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f09p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f09p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f09p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f09p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f09p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f09p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c10f09p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L10,9,0.134404495,2021-09-22T04:38:41.123-04:00,2,2,5,HOECHST 33342,10,0.01,9,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,-0.000645814,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f01p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f01p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f01p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f01p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f01p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f01p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f01p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f01p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L11,1,0.134389699,2021-09-22T04:40:34.847-04:00,2,2,5,HOECHST 33342,11,0.01,1,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,0.0,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f02p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f02p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f02p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f02p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f02p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f02p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f02p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f02p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L11,2,0.134391099,2021-09-22T04:40:36.377-04:00,2,2,5,HOECHST 33342,11,0.01,2,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,0.000645814,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f03p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f03p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f03p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f03p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f03p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f03p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f03p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f03p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L11,3,0.134388193,2021-09-22T04:40:37.92-04:00,2,2,5,HOECHST 33342,11,0.01,3,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,0.000645814,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f04p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f04p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f04p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f04p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f04p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f04p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f04p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f04p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L11,4,0.134386197,2021-09-22T04:40:39.48-04:00,2,2,5,HOECHST 33342,11,0.01,4,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,0.000645814,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f05p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f05p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f05p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f05p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f05p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f05p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f05p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f05p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L11,5,0.134387001,2021-09-22T04:40:41.027-04:00,2,2,5,HOECHST 33342,11,0.01,5,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,0.0,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f06p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f06p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f06p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f06p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f06p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f06p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f06p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f06p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L11,6,0.134390995,2021-09-22T04:40:42.57-04:00,2,2,5,HOECHST 33342,11,0.01,6,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,0.0,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f07p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f07p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f07p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f07p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f07p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f07p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f07p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f07p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L11,7,0.1343925,2021-09-22T04:40:44.113-04:00,2,2,5,HOECHST 33342,11,0.01,7,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,-0.000645814,-4e-06,12
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f08p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f08p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f08p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f08p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f08p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f08p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f08p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r12c11f08p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,L11,8,0.134388998,2021-09-22T04:40:45.66-04:00,2,2,5,HOECHST 33342,11,0.01,8,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,-0.000645814,-4e-06,12
